candidate_id,num_observations,candidate_x,candidate_y,sigma_spatial_m,median_radius_m,p95_radius_m,max_radius_m,geometry_score
77,116,6.317557480650145,-21.176681472140128,0.25446464261835694,0.2068655788902423,0.4681791061770377,0.5870471770937677,0.9440675488458213
78,1,-8.704047189152487,-16.950819808728276,0.0,0.0,0.0,0.0,1.0
79,104,7.535035935702898,-28.10803965880562,0.2520979292823046,0.20758445520773522,0.4401490564491763,0.5589207116733014,0.9450741576694169
80,1,0.1951692041108879,-19.773868835820466,0.0,0.0,0.0,0.0,1.0
81,117,12.493258129100557,-20.18267772144691,0.2614613635108572,0.21076438106756334,0.441157073990928,0.8968607746181602,0.9410431717386223
82,1,1.672408716770177,-20.437755873559265,0.0,0.0,0.0,0.0,1.0
83,102,14.883186868038672,-26.768772385506917,0.25657735629233097,0.2097471872972735,0.4355867250282098,0.4524596239672072,0.9431619426200507
84,118,18.254574212179474,-18.62840858272308,0.25839461791953644,0.22180139766677265,0.48429552241889234,0.5926522245267124,0.9423776932586344
85,104,21.725979513986974,-24.692410559116823,0.2610666420426837,0.2240236319765722,0.44491382513099975,0.49295248571999195,0.9412157146637354
86,121,23.454178699200533,-16.493038187192283,0.24634941051641315,0.20968145371206584,0.4118524722145406,0.5408826294154458,0.9474842949740032
87,108,27.96055704647085,-21.818272492438723,0.24584187563686555,0.19926111960660878,0.40129809857608606,0.482810086695671,0.9476947055329662
88,128,27.95844843350342,-13.841461769058022,0.2598692701178938,0.21056689318666,0.42921933798291007,0.5335497618036507,0.9417377145618164
89,1,16.412177324275305,-29.077062603881995,0.0,0.0,0.0,0.0,1.0
90,138,31.617643323744574,-10.759400970963537,0.2516422026608305,0.21185462362039437,0.43935670902369134,0.6542762141499167,0.9452670294223927
91,112,33.31692337838016,-18.3402423688401,0.25998200433225255,0.2095645205972927,0.4474280294126757,0.5324095005138997,0.9416886575619875
92,1,17.712773171900864,-16.727312873030282,0.0,0.0,0.0,0.0,1.0
93,152,34.31963253226993,-7.362877258010288,0.24685329363202027,0.21969346629389994,0.420285906530324,0.5705945943540711,0.9472750154277658
94,120,37.69397874685876,-14.239494547479449,0.25831151923454004,0.22860844850512668,0.43610769293460744,0.6406061735239142,0.9424136614445257
95,170,35.964973616430605,-3.738701446477934,0.25348337643600205,0.2195711640440391,0.43682746721284627,0.5696127407169528,0.9444859114529844
96,1,21.136124223212693,-16.264544233254107,0.0,0.0,0.0,0.0,1.0
97,128,40.8995418114519,-9.739798904176727,0.24874533101702648,0.2057950846127219,0.4180680088340417,0.6201315362276159,0.9464857876070655
98,1,27.81024706264612,-24.83621732222882,0.0,0.0,0.0,0.0,1.0
99,1,36.773124740375785,-10.63582550622835,0.0,0.0,0.0,0.0,1.0
100,139,42.82699025861376,-4.944968450458191,0.24214112216018502,0.1950224992324554,0.4281878988919812,0.5890107043046461,0.9492172128915797
101,166,36.47145610014169,0.03860154367890554,0.2526373602279014,0.20540038024424634,0.4192558772450345,0.6793286629148642,0.9448454607364376
102,1,32.279206110835204,-15.20626089464342,0.0,0.0,0.0,0.0,1.0
103,1,39.88737982221291,-16.546169255855993,0.0,0.0,0.0,0.0,1.0
104,1,38.8129618894298,19.917201426580544,0.0,0.0,0.0,0.0,1.0
105,1,26.448307095774982,19.324716798184635,0.0,0.0,0.0,0.0,1.0
106,1,21.43465225089858,27.87390126138209,0.0,0.0,0.0,0.0,1.0
107,1,15.6639835538175,23.52750170727921,0.0,0.0,0.0,0.0,1.0
108,1,16.265130252462736,24.69947214801455,0.0,0.0,0.0,0.0,1.0
109,1,13.808478823119504,24.75269000198358,0.0,0.0,0.0,0.0,1.0
110,1,9.258512625259552,20.24369535152948,0.0,0.0,0.0,0.0,1.0
111,1,2.606179623200538,33.030042547314935,0.0,0.0,0.0,0.0,1.0
112,1,-1.2357419381947288,28.46897052114822,0.0,0.0,0.0,0.0,1.0
113,1,-2.300422381197987,26.4133457642791,0.0,0.0,0.0,0.0,1.0
114,1,0.3134711915144144,24.556215597597564,0.0,0.0,0.0,0.0,1.0
115,1,1.5288836900003502,22.751293562487,0.0,0.0,0.0,0.0,1.0
116,1,-20.52950620953797,31.89972746139398,0.0,0.0,0.0,0.0,1.0
117,1,-24.86148090668561,28.1092238939612,0.0,0.0,0.0,0.0,1.0
118,1,-21.30217932526675,14.97905274319812,0.0,0.0,0.0,0.0,1.0
119,1,-33.80123381448044,9.09729910889448,0.0,0.0,0.0,0.0,1.0
120,1,-40.03974543159236,16.80299282378751,0.0,0.0,0.0,0.0,1.0
121,1,-35.192251547464494,12.34923054314504,0.0,0.0,0.0,0.0,1.0
122,2,-34.64857649111069,8.694359012519255,0.23469887168692863,0.23469887168692863,0.23469887168692863,0.23469887168692863,0.952216204151283
123,1,-31.31882971041272,12.514082895452397,0.0,0.0,0.0,0.0,1.0
124,1,-37.276287201572266,-1.3273676224084463,0.0,0.0,0.0,0.0,1.0
125,1,-40.21815882860663,2.9976881027151543,0.0,0.0,0.0,0.0,1.0
126,1,-40.37023291802773,-0.8606447904616085,0.0,0.0,0.0,0.0,1.0
127,1,-38.9638486197131,-7.12067993347185,0.0,0.0,0.0,0.0,1.0
128,1,-27.18597625245372,-24.537220645623663,0.0,0.0,0.0,0.0,1.0
129,1,-16.415483376091505,-21.62472773697609,0.0,0.0,0.0,0.0,1.0
130,1,-15.676586526755436,-23.35738760118947,0.0,0.0,0.0,0.0,1.0
131,1,-10.49201635787123,-18.79558166004337,0.0,0.0,0.0,0.0,1.0
132,1,-8.95949856502089,-21.62361347352733,0.0,0.0,0.0,0.0,1.0
133,1,19.60794833775507,-27.54832069532822,0.0,0.0,0.0,0.0,1.0
134,1,23.75948918232846,-18.25053261453481,0.0,0.0,0.0,0.0,1.0
135,1,30.6928430484308,-8.699932910056175,0.0,0.0,0.0,0.0,1.0
136,1,32.987736848858844,-8.73958515796114,0.0,0.0,0.0,0.0,1.0
137,1,41.93929730738776,2.4494039797713105,0.0,0.0,0.0,0.0,1.0
138,1,35.00572235277929,-0.2626242491597459,0.0,0.0,0.0,0.0,1.0
139,1,46.50392944870861,5.567309857258623,0.0,0.0,0.0,0.0,1.0
140,1,39.53211257639403,2.917218955223851,0.0,0.0,0.0,0.0,1.0
