timestamp,cone_type,rel_x_sensor,rel_y_sensor,confidence,label,vehicle_x,vehicle_y,vehicle_yaw,rel_x_vehicle,rel_y_vehicle,global_x,global_y,cov_xx,cov_xy,cov_yy,sigma_x,sigma_y
0.2,left,-9.328,0.938,0.92,real,39.991,0.524,1.6043,9.328,-0.938000000000001,40.61600979912966,9.878185734257787,0.039154287954608326,-0.0017809344002485195,0.012618995012862098,0.1978744247107451,0.11233430025091222
0.2,left,-4.465,3.142,0.8,real,39.991,0.524,1.6043,4.465,-3.1420000000000003,42.98167080754412,5.091743110213555,0.018855627710015886,-0.004161265158161296,0.01522453461823111,0.1373157955590539,0.12338774095602492
0.2,left,-21.44,-11.316,0.9,real,39.991,0.524,1.6043,21.44,11.315999999999999,27.963166112912894,21.57291132540206,0.14746289470433152,0.07712091391943379,0.05656867070240629,0.3840089773746592,0.23784169252342258
0.3,right,-13.566,-11.282,0.81,real,39.98,0.785,1.621,13.566000000000003,11.281999999999998,28.031437666248912,13.767747712116451,0.06384383958720088,0.04725386962493594,0.05598970027335224,0.25267338519757254,0.2366214281787519
0.3,right,-10.105,-7.721,0.87,real,39.98,0.785,1.621,10.105000000000002,7.720999999999999,31.76163295410018,10.48980855549804,0.0411899011962432,0.024295599155096024,0.03307435242692284,0.20295295315969955,0.18186355442177754
0.3,right,-6.862,-5.323,0.86,real,39.98,0.785,1.621,6.862000000000001,5.3229999999999995,34.31935374792272,7.371232383452888,0.02571384497462048,0.01135685740743657,0.02226083875817919,0.1603553708942126,0.14920066607820218
0.3,right,-3.553,-3.411,0.85,real,39.98,0.785,1.621,3.5530000000000004,3.4109999999999996,36.3949989231933,4.1623506301974045,0.01597462074829688,0.0036882516765548664,0.016415017325639793,0.12639074629219055,0.1281211041383885
0.3,left,-21.566,-10.978,0.71,real,39.98,0.785,1.621,21.566,10.977999999999998,27.933593949374423,21.77292370062964,0.14668193821608758,0.07701619919470415,0.05670486853339549,0.3829907808499933,0.23812784073559204
0.3,left,-13.485,-1.624,0.91,real,39.98,0.785,1.621,13.485,1.6239999999999986,37.68133395779793,14.171513191508351,0.06708710320401892,0.009373428217054593,0.014109558877156293,0.2590117819791581,0.1187836641847535
0.3,left,-8.798,1.226,0.99,real,39.98,0.785,1.621,8.798,-1.226000000000001,40.76294891434143,9.633438901723375,0.03635000202884979,-0.0021103534084291396,0.012686733380696627,0.19065676497006287,0.11263540021101992
0.3,left,-3.996,2.826,0.94,real,39.98,0.785,1.621,3.9959999999999996,-2.8260000000000005,42.60190979305087,4.917781271384189,0.017702833751399683,-0.00330077007918727,0.014594067125002202,0.13305199642019538,0.12080590682993196
0.3,left,-17.871,-5.546,0.79,real,39.98,0.785,1.621,17.871,5.5459999999999985,33.54417461531027,18.355170989998456,0.1065388010485939,0.03444572641204447,0.02511721815700626,0.326402820221569,0.15848412588333968
0.4,right,-6.722,-5.477,0.79,real,39.965,1.047,1.6378,6.722000000000001,5.476999999999999,34.05022811878872,7.387211872897652,0.02474510883778202,0.011423439293201996,0.023156905301064533,0.15730578132345302,0.15217393108237867
0.4,left,-5.83,4.253,0.45,ghost,39.965,1.047,1.6378,5.829999999999999,-4.253000000000001,43.8181174750426,7.148671469648411,0.023841036499298387,-0.007161700877851495,0.017022510748201186,0.1544054289825924,0.1304703443246824
0.4,right,-13.245,-11.301,0.92,real,39.965,1.047,1.6378,13.245000000000001,11.300999999999998,27.80255862936644,13.505637401654372,0.059782039329060836,0.046157939482798505,0.057560564381963795,0.24450365913225275,0.23991782839539832
0.4,right,-10.218,-7.745,0.99,real,39.965,1.047,1.6378,10.218000000000002,7.744999999999999,31.553247691089805,10.723516526805708,0.04102286804933525,0.024794800949917716,0.03405400898264046,0.20254102806427948,0.1845372834487396
0.4,right,-3.108,-3.832,0.99,real,39.965,1.047,1.6378,3.1080000000000005,3.8319999999999994,35.93350701897663,3.8914599388915994,0.014964647139208363,0.0034931789710104725,0.01745093156719754,0.12233007454918174,0.1321019741230143
0.4,left,-17.598,-5.406,0.89,real,39.965,1.047,1.6378,17.598,5.405999999999998,33.39288200200404,18.2435608486237,0.1025820599721563,0.03442722837729159,0.02565727076077677,0.32028434237745107,0.16017887114340884
0.4,left,-21.318,-10.626,0.8,real,39.965,1.047,1.6378,21.318,10.625999999999998,27.93552799107935,21.605715990708042,0.1412499536698052,0.07533515052792028,0.056580675319073265,0.3758323478225433,0.23786692775388776
0.4,left,-13.137,-1.327,0.98,real,39.965,1.047,1.6378,13.137,1.3269999999999984,37.76140889000073,14.065674441736846,0.0641283969946668,0.008738821847808862,0.013979166732517964,0.25323585250644665,0.11823352626272281
0.4,left,-8.508,1.493,0.99,real,39.965,1.047,1.6378,8.508,-1.4930000000000012,40.88500905242373,9.63587049287963,0.034971249202422915,-0.0024070397501787587,0.012757833478982376,0.18700601381352128,0.1129505798080841
0.4,left,-3.78,3.029,0.84,real,39.965,1.047,1.6378,3.7799999999999994,-3.0290000000000004,42.73411879204943,5.021320333782711,0.017311503929971755,-0.003352428800781436,0.014835814129611411,0.1315731884920775,0.12180235683110328
0.5,right,-13.365,-11.086,0.87,real,39.945,1.308,1.6545,13.365000000000002,11.085999999999999,27.7804195538309,13.69935196694374,0.059272705669946774,0.04591672824118726,0.05757641587494768,0.24345986459773358,0.23995086137571517
0.5,right,-10.045,-7.559,0.89,real,39.945,1.308,1.6545,10.045000000000002,7.558999999999999,31.572642951831927,10.68585388337814,0.03928934102803053,0.023916978336520477,0.033852591396371624,0.19821539049233924,0.18399073725699244
0.5,right,-6.477,-5.11,0.87,real,39.945,1.308,1.6545,6.477000000000001,5.109999999999999,34.311374823178994,7.33509684401109,0.023565510307592963,0.010343111961967572,0.022167874511344395,0.15351061952709644,0.14888879914669334
0.5,right,-2.816,-4.01,0.89,real,39.945,1.308,1.6545,2.8160000000000003,4.01,35.713605043422156,3.778880960598387,0.014359767925254733,0.0031848610859109656,0.017954089189736212,0.1198322491037147,0.13399286992126191
0.5,left,-21.613,-10.111,0.88,real,39.945,1.308,1.6545,21.613,10.110999999999999,28.06242397298812,21.999990647646314,0.14292464230564503,0.07489761397939462,0.05551068019539136,0.37805375584120976,0.23560704614970954
0.5,left,-17.328,-5.095,0.82,real,39.945,1.308,1.6545,17.328,5.094999999999998,33.41911397820977,18.149360415079386,0.09889914558003038,0.033478944844057675,0.02547281055671132,0.3144823454186743,0.15960203807192225
0.5,left,-13.095,-0.909,0.86,real,39.945,1.308,1.6545,13.095,0.9089999999999985,37.94436239253709,14.281155173804292,0.06376799496533486,0.007906224616350634,0.013719247753426953,0.25252325628609906,0.11712919257566387
0.5,left,-8.29,1.23,0.84,real,39.945,1.308,1.6545,8.29,-1.230000000000001,40.477600186184645,9.671811155309287,0.033809023300151904,-0.0013569399842163357,0.01258640875251903,0.18387230161215665,0.11218916504065368
0.5,left,-3.488,3.223,0.79,real,39.945,1.308,1.6545,3.4879999999999995,-3.2230000000000003,42.86509832364408,5.053250162572728,0.016772841376518847,-0.0033314508775560184,0.015097467111828747,0.12951000492826353,0.1228717506664113
0.6,right,-13.472,-10.964,0.94,real,39.921,1.57,1.6711,13.472000000000001,10.963999999999999,27.66308085354231,13.876400700404078,0.058633585677943204,0.045951840586324975,0.05827081148670785,0.24214372937976983,0.2413934785504941
0.6,right,-10.039,-7.438,0.74,real,39.921,1.57,1.6711,10.039000000000001,7.437999999999999,31.51512388717925,10.813733649121955,0.03852854871908572,0.02366930552460656,0.034023905541701274,0.19628690409470959,0.18445570075685183
0.6,right,-6.235,-5.095,0.96,real,39.921,1.57,1.6711,6.235000000000001,5.094999999999999,34.22726320804272,7.263470939937434,0.02237436835221407,0.009874829427856467,0.022375290525028423,0.14958064163592183,0.14958372413143223
0.6,right,-2.82,-3.847,0.89,real,39.921,1.57,1.6711,2.8200000000000003,3.8469999999999995,35.81095347897874,3.9906045928736544,0.014284854478958501,0.003030579617740771,0.017645748814673734,0.11951926404960207,0.132837302045298
0.6,left,-21.313,-9.723,0.8,real,39.921,1.57,1.6711,21.313,9.722999999999999,28.112680352842553,21.802258527177717,0.13719350681595238,0.07277589817418992,0.054974796726003104,0.3703964184707411,0.23446704827331943
0.6,left,-17.213,-5.034,0.9,real,39.921,1.57,1.6711,17.213,5.033999999999998,33.18866834293201,18.19240161526728,0.0966671554256783,0.0340890094026611,0.02630657996789313,0.3109134211089613,0.16219303304363333
0.6,left,-12.873,-1.187,0.94,real,39.921,1.57,1.6711,12.873,1.1869999999999985,37.45092092753056,14.259436842340504,0.06155008953551683,0.00954790990094759,0.01435856100039538,0.2480929050487273,0.1198272131045172
0.6,left,-7.922,1.832,0.81,real,39.921,1.57,1.6711,7.922,-1.832000000000001,40.950518035656586,9.635630825562115,0.03231672064680421,-0.0025294576152425467,0.012822866529802971,0.1797685196212179,0.11323809663626005
0.6,left,-3.274,3.304,0.74,real,39.921,1.57,1.6711,3.2739999999999996,-3.3040000000000003,42.88054959391017,5.158392147074532,0.016422427297090446,-0.003235047240784482,0.01516812610086371,0.12815001871669957,0.12315894649136826
0.7,left,-2.967,3.139,0.87,real,39.893,1.831,1.6878,2.9669999999999996,-3.1390000000000002,42.664179898059025,5.144151365783576,0.015843779745485988,-0.0027967980303961076,0.014839292602447023,0.1258720769094003,0.12181663516304751
0.7,left,-7.74,1.651,0.94,real,39.893,1.831,1.6878,7.74,-1.651000000000001,40.62916833833829,9.710813270479715,0.031414155688529864,-0.0017670472746429743,0.01266508567034355,0.17724038955195812,0.11253926279456228
0.7,left,-12.609,-0.939,0.74,real,39.893,1.831,1.6878,12.609,0.9389999999999984,37.48848454786324,14.244174752674496,0.05943759640001758,0.009092128168556105,0.014261206388348862,0.24379826988725242,0.11942029303409392
0.7,left,-17.184,-4.689,0.86,real,39.893,1.831,1.6878,17.184,4.688999999999998,33.23005246899642,18.35013155099545,0.09562459280429186,0.03352808219253263,0.026023462282165708,0.3092322635241864,0.16131789200880883
0.7,left,-21.436,-9.518,0.99,real,39.893,1.831,1.6878,21.436,9.517999999999999,27.93770366461597,22.009337630566925,0.13652975232884815,0.07348536190857692,0.05603873416208151,0.3694993265607505,0.2367250180316426
0.7,right,-2.209,-3.638,0.99,real,39.893,1.831,1.6878,2.2090000000000005,3.6379999999999995,36.02200165731911,3.600207967131555,0.013453482837608714,0.0020862049870497513,0.017064582681851397,0.11598914965464965,0.13063147661207614
0.7,right,-6.099,-4.599,0.84,real,39.893,1.831,1.6878,6.099000000000001,4.598999999999999,34.61346561148552,7.351427396542142,0.021783259965114606,0.008878169515288206,0.02099075585929902,0.1475915308041576,0.14488186863544733
0.7,right,-9.648,-7.232,0.93,real,39.893,1.831,1.6878,9.648,7.231999999999999,31.584168519075327,10.568794196569012,0.035757269763726944,0.022115505449772428,0.033529793534137396,0.18909592741179526,0.1831114238220472
0.7,right,-13.574,-10.557,0.94,real,39.893,1.831,1.6878,13.574000000000002,10.556999999999999,27.823592907308413,14.079801469159582,0.058202746380847145,0.04503338981477738,0.0568738365591872,0.24125245362658418,0.23848236110703702
0.7,unknown,-10.371,6.71,0.3,ghost,39.893,1.831,1.6878,10.371,-6.710000000000001,45.34644455417522,12.914396748945542,0.04991974874272915,-0.018411911945591573,0.02155934734684949,0.22342727842125534,0.14683101629713488
0.8,right,-9.631,-7.173,0.88,real,39.86,2.092,1.7044,9.631,7.172999999999999,31.46801128240091,10.68168074864774,0.03497548918208601,0.02195821441539366,0.033952844759290404,0.18701734994937239,0.18426297718014437
0.8,right,-5.825,-4.598,0.94,real,39.86,2.092,1.7044,5.825000000000001,4.597999999999999,34.52704780810319,7.252605576765479,0.020612532360118944,0.008383463256040318,0.021163442319304067,0.14357065285119708,0.14547660402725954
0.8,right,-13.138,-9.606,0.95,real,39.86,2.092,1.7044,13.138000000000002,9.605999999999998,28.589538055794804,13.833335850925245,0.05449427898930318,0.04031014266455725,0.051193546853152465,0.23344009721832962,0.2262599099556801
0.8,left,-21.021,-8.975,0.84,real,39.86,2.092,1.7044,21.021,8.974999999999998,28.164847473279522,21.730138236012692,0.12997778054023973,0.06996185409262386,0.054164568444932615,0.36052431338293917,0.23273282631578343
0.8,right,-2.259,-3.613,0.87,real,39.86,2.092,1.7044,2.2590000000000003,3.6129999999999995,35.978284367285674,3.8495931687228357,0.013441004757891336,0.002078247084801553,0.017089892781376265,0.11593534731862987,0.13072831667766652
0.8,left,-16.959,-4.56,0.83,real,39.86,2.092,1.7044,16.959,4.559999999999998,33.08158734473405,18.29244452707796,0.09244825154313105,0.03345107222956496,0.026496231458594196,0.30405304067404265,0.16277663056653494
0.8,left,-12.224,-0.825,0.98,real,39.86,2.092,1.7044,12.224,0.8249999999999985,37.41403518773615,14.097167934567475,0.0564027360455817,0.008944860089828439,0.014322449560855054,0.2374926020860054,0.1196764369491967
0.8,left,-7.547,1.805,0.86,real,39.86,2.092,1.7044,7.547,-1.8050000000000008,40.64360448195073,9.812181216517311,0.030655578717858997,-0.0018428055581500436,0.01268704621746969,0.17508734596726,0.11263678891671978
0.8,left,-2.493,3.262,0.87,real,39.86,2.092,1.7044,2.4929999999999994,-3.2620000000000005,42.760846075971614,4.997302917686913,0.015071212364848088,-0.0025672680303496834,0.015063329746605724,0.1227648661663755,0.12273275743095534
0.9,right,-13.088,-9.894,0.84,real,39.822,2.353,1.7209,13.088000000000001,9.893999999999998,28.082064386579667,13.814277930176234,0.05251485021754817,0.0409877299893251,0.054484263355834665,0.2291611882879563,0.23341864397651416
0.9,right,-9.673,-6.83,0.97,real,39.822,2.353,1.7209,9.673,6.829999999999999,31.62229277148649,10.89587014806284,0.034731190372183265,0.02133817431774807,0.03298103028186555,0.18636306064288402,0.1816068013094927
0.9,right,-5.829,-4.78,0.95,real,39.822,2.353,1.7209,5.829000000000001,4.779999999999999,34.224075933258845,7.401652012468295,0.020264365689967652,0.008609095943136595,0.022045729286540063,0.14235296164803757,0.14847804311257629
0.9,right,-1.806,-3.407,0.74,real,39.822,2.353,1.7209,1.8060000000000005,3.407,36.183239342136126,3.6292076142940357,0.012996132606428037,0.0014145878688809116,0.016533314506764436,0.11400058160565689,0.12858193693814243
0.9,left,-21.021,-8.797,0.9,real,39.822,2.353,1.7209,21.021,8.796999999999999,27.98042335475407,21.82212202834956,0.12796433052741132,0.07022811392015595,0.05521438601215069,0.3577210233232195,0.23497741596194024
0.9,left,-16.516,-3.633,0.75,real,39.822,2.353,1.7209,16.516,3.632999999999998,33.76003775583793,18.14000600970157,0.08841973019577068,0.029151983457212427,0.023693903578136395,0.29735455300998953,0.15392824165219454
0.9,left,-12.013,-0.424,0.93,real,39.822,2.353,1.7209,12.013,0.4239999999999985,37.606335916951075,14.167515549572354,0.055019382026350996,0.007973976350865452,0.013995419166834453,0.23456210697030966,0.11830223652507357
0.9,left,-7.571,1.877,0.78,real,39.822,2.353,1.7209,7.571,-1.877000000000001,40.54572203243715,10.119556278027286,0.030874354650073405,-0.0017122035579261563,0.012659550693322627,0.17571099752170724,0.11251466879177412
0.9,left,-2.228,3.315,0.86,real,39.822,2.353,1.7209,2.2279999999999998,-3.3150000000000004,42.76654819978038,5.0516746560432475,0.014718483323466777,-0.0024206071160628984,0.015141146204866706,0.12131975652574802,0.1230493649104566
1.0,right,-12.821,-10.045,0.76,real,39.781,2.613,1.7374,12.821000000000002,10.044999999999998,27.748928419480173,13.590673682581714,0.04920926942600963,0.040235169141815845,0.05659972906525654,0.22183162404402496,0.23790697565489025
1.0,right,-9.487,-6.819,0.98,real,39.781,2.613,1.7374,9.487,6.818999999999999,31.483150786392166,10.837817835564984,0.03310666368951522,0.020789638325087484,0.0334742376640939,0.18195236654002392,0.18295966130296018
1.0,right,-5.487,-4.531,0.86,real,39.781,2.613,1.7374,5.487000000000001,4.530999999999999,34.40280645333599,7.272631334625264,0.01911390909797618,0.007633840678474736,0.021311056009549276,0.13825306180326055,0.14598306754397675
1.0,right,-2.03,-3.336,0.75,real,39.781,2.613,1.7374,2.0300000000000002,3.3359999999999994,36.1545482796627,4.061669707028698,0.013139284043943378,0.001600318353931525,0.01650607344762223,0.11462671610032008,0.1284759644743803
1.0,left,-20.852,-8.54,0.88,real,39.781,2.613,1.7374,20.852,8.539999999999997,27.901276759173186,21.760054074226648,0.12417579042854618,0.0692888565441255,0.05549003054081096,0.3523858544671539,0.23556321983877485
1.0,left,-16.537,-4.059,0.81,real,39.781,2.613,1.7374,16.537,4.058999999999998,33.03580516002212,18.247903151946154,0.08696385197248219,0.0321251232072482,0.026359389673559427,0.2948963410632322,0.16235575035569091
1.0,left,-7.012,2.161,0.88,real,39.781,2.613,1.7374,7.012,-2.161000000000001,40.7492500117711,9.886276903480663,0.028614444965146972,-0.0021452244613045825,0.012785581538758113,0.16915804729644693,0.11307334583693061
1.0,left,-1.691,3.115,0.8,real,39.781,2.613,1.7374,1.6909999999999996,-3.115,42.57244339919698,4.797158819564101,0.013953193801135017,-0.0018572405118149156,0.014873628566287881,0.11812363777472745,0.12195748671683868
1.0,left,-11.84,-0.184,0.78,real,39.781,2.613,1.7374,11.84,0.18399999999999855,37.63607302330762,14.258546112770206,0.0538118673631139,0.007608998144579249,0.013901458139263512,0.23197385060198897,0.11790444495125496
1.1,right,-12.964,-9.911,0.82,real,39.735,2.873,1.7539,12.964000000000002,9.910999999999998,27.629165054332894,13.815667740010431,0.04897552342064199,0.040352743643360035,0.05714209877863555,0.22130414234858323,0.23904413562904142
1.1,left,-1.476,3.346,0.91,real,39.735,2.873,1.7539,1.4759999999999995,-3.346,42.756312561580046,4.933573319549342,0.01379339522102991,-0.0018964388169598885,0.015280650591555776,0.11744528607411159,0.12361492867593209
1.1,left,-6.185,2.583,0.93,real,39.735,2.873,1.7539,6.185,-2.583000000000001,41.148642152016244,9.424925660906334,0.02557654551766638,-0.0028213928092668704,0.013108743140413388,0.1599266879469039,0.11449341963804464
1.1,left,-11.796,-0.3,0.99,real,39.735,2.873,1.7539,11.796,0.29999999999999855,37.29217295765334,14.417185204733155,0.053095853688341,0.008590355008889513,0.014317776754869591,0.23042537553043285,0.11965691269153483
1.1,left,-15.985,-3.632,0.75,real,39.735,2.873,1.7539,15.985,3.6319999999999983,33.253130497937924,17.929460963926335,0.0815559195095758,0.029728862557967764,0.025298399836931905,0.2855799704278572,0.1590547070568234
1.1,left,-21.076,-8.172,0.8,real,39.735,2.873,1.7539,21.076,8.171999999999999,27.862043628327147,22.108702924415137,0.12521227867328058,0.06957000596745189,0.0554410689525759,0.353853470624891,0.2354592723860666
1.1,right,-1.897,-3.686,0.75,real,39.735,2.873,1.7539,1.8970000000000005,3.6859999999999995,35.76520773391703,4.067133310877748,0.012934370911461695,0.001444028291669166,0.017300546381257543,0.11372937576308811,0.13153154139314852
1.1,right,-5.447,-4.398,0.89,real,39.735,2.873,1.7539,5.447000000000001,4.397999999999999,34.41871808395759,7.42814649480787,0.018820621798002736,0.007376756686347297,0.021109364861343988,0.13718827135729475,0.14529062206950588
1.1,right,-9.14,-6.803,0.78,real,39.735,2.873,1.7539,9.14,6.802999999999999,31.381492037568208,10.621503966675675,0.0307890365080975,0.01971704638116667,0.0337565554136738,0.17546804982132075,0.18372957141863092
1.2,right,-8.97,-6.632,0.81,real,39.685,3.133,1.7702,8.97,6.631999999999999,31.4075927519737,10.611559570553778,0.029536917571950094,0.01885677364252698,0.03337102380485368,0.17186307797764502,0.18267737628084568
1.2,right,-12.785,-9.252,0.86,real,39.685,3.133,1.7702,12.785000000000002,9.251999999999999,28.083814654468355,13.8319825487577,0.04736904602058853,0.03780941448060319,0.053497732559759835,0.2176443107930656,0.2312957685729677
1.2,right,-1.529,-3.962,0.88,real,39.685,3.133,1.7702,1.5290000000000004,3.962,35.49863577945473,3.8468904768509145,0.012655245236982984,0.0009103820916374901,0.01783862145390723,0.11249553429795774,0.13356130223199844
1.2,left,-20.555,-8.144,0.99,real,39.685,3.133,1.7702,20.555,8.143999999999998,27.6307401688533,21.667497050721472,0.11714457502257794,0.06805757360397201,0.05676252697629773,0.3422638967559651,0.23824887612808948
1.2,right,-5.289,-4.176,0.93,real,39.685,3.133,1.7702,5.289000000000001,4.175999999999999,34.544077159267026,7.489995449346951,0.01828268213025138,0.006823124556754707,0.02055076738931271,0.13521346874572585,0.14335538842091955
1.2,left,-10.941,0.277,0.98,real,39.685,3.133,1.7702,10.941,-0.27700000000000136,37.789264805978306,13.912072226965899,0.04789304036767098,0.006224638896153927,0.01359473865440801,0.21884478601892937,0.11659647788165821
1.2,left,-15.735,-3.526,0.72,real,39.685,3.133,1.7702,15.735,3.525999999999998,33.1120029272719,17.857761814097632,0.07854678229879102,0.029482670904559402,0.025660790782119074,0.28026198867986185,0.16018985854953202
1.2,left,-6.303,2.329,0.99,real,39.685,3.133,1.7702,6.303,-2.329000000000001,40.71932173035777,9.772444898341258,0.02592822623183432,-0.002091907742952476,0.012825886526595017,0.16102244014991923,0.11325143057195798
1.2,left,-1.193,3.446,0.9,real,39.685,3.133,1.7702,1.1929999999999996,-3.446,42.82640184803573,4.984960968583765,0.01354476536332064,-0.0017721906124236505,0.015506090819071939,0.11638198040642134,0.12452345489534065
1.3,right,-12.612,-9.381,0.94,real,39.63,3.393,1.7866,12.612000000000002,9.380999999999998,27.765956430358507,13.703682575739025,0.04488395901762489,0.03726278041442354,0.05537662306692801,0.21185834658475197,0.23532238114324786
1.3,right,-8.804,-6.463,0.82,real,39.63,3.393,1.7866,8.804,6.462999999999999,31.43168897375386,10.608849313624205,0.028360980026227785,0.018020504833793864,0.03297405607521092,0.1684071851977456,0.18158759890259832
1.3,right,-5.141,-4.494,0.98,real,39.63,3.393,1.7866,5.141000000000001,4.493999999999999,34.13938471880294,7.452440950905098,0.017519813294463372,0.0067895712529557825,0.02168326541144626,0.13236243158261854,0.14725238677673874
1.3,right,-1.293,-3.403,0.91,real,39.63,3.393,1.7866,1.2930000000000004,3.403,36.02906052791215,3.9273153735011617,0.012586966190701248,0.0005860957860546271,0.016449905907814706,0.1121916493804296,0.12825718657375385
1.3,left,-20.481,-7.301,0.85,real,39.63,3.393,1.7866,20.481,7.3009999999999975,28.112701162708305,21.83555376818838,0.11610893844145337,0.06470335514505028,0.05290697868352544,0.340747616927035,0.2300151705508257
1.3,left,-15.792,-2.829,0.99,real,39.63,3.393,1.7866,15.792,2.8289999999999984,33.48503883919091,18.21291758857477,0.07940316825648852,0.027740867519273085,0.02400253045971745,0.2817856778768015,0.15492750065665375
