timestamp,cone_type,rel_x_sensor,rel_y_sensor,confidence,label,vehicle_x,vehicle_y,vehicle_yaw,rel_x_vehicle,rel_y_vehicle,global_x,global_y,cluster_id
0.6,right,-10.039,-7.438,0.74,real,39.921,1.57,1.6711,10.039000000000001,7.437999999999999,31.51512388717925,10.813733649121955,7
0.6,right,-6.235,-5.095,0.96,real,39.921,1.57,1.6711,6.235000000000001,5.094999999999999,34.22726320804272,7.263470939937434,6
0.6,right,-2.82,-3.847,0.89,real,39.921,1.57,1.6711,2.8200000000000003,3.8469999999999995,35.81095347897874,3.9906045928736544,5
0.6,left,-21.313,-9.723,0.8,real,39.921,1.57,1.6711,21.313,9.722999999999999,28.112680352842553,21.802258527177717,9
0.6,left,-17.213,-5.034,0.9,real,39.921,1.57,1.6711,17.213,5.033999999999998,33.18866834293201,18.19240161526728,4
0.6,left,-12.873,-1.187,0.94,real,39.921,1.57,1.6711,12.873,1.1869999999999985,37.45092092753056,14.259436842340504,3
0.6,left,-7.922,1.832,0.81,real,39.921,1.57,1.6711,7.922,-1.832000000000001,40.950518035656586,9.635630825562115,2
0.6,left,-3.274,3.304,0.74,real,39.921,1.57,1.6711,3.2739999999999996,-3.3040000000000003,42.88054959391017,5.158392147074532,1
0.7,left,-2.967,3.139,0.87,real,39.893,1.831,1.6878,2.9669999999999996,-3.1390000000000002,42.664179898059025,5.144151365783576,1
0.7,left,-7.74,1.651,0.94,real,39.893,1.831,1.6878,7.74,-1.651000000000001,40.62916833833829,9.710813270479715,2
0.7,left,-12.609,-0.939,0.74,real,39.893,1.831,1.6878,12.609,0.9389999999999984,37.48848454786324,14.244174752674496,3
0.7,left,-17.184,-4.689,0.86,real,39.893,1.831,1.6878,17.184,4.688999999999998,33.23005246899642,18.35013155099545,4
0.7,left,-21.436,-9.518,0.99,real,39.893,1.831,1.6878,21.436,9.517999999999999,27.93770366461597,22.009337630566925,9
0.7,right,-2.209,-3.638,0.99,real,39.893,1.831,1.6878,2.2090000000000005,3.6379999999999995,36.02200165731911,3.600207967131555,5
0.7,right,-6.099,-4.599,0.84,real,39.893,1.831,1.6878,6.099000000000001,4.598999999999999,34.61346561148552,7.351427396542142,6
0.7,right,-9.648,-7.232,0.93,real,39.893,1.831,1.6878,9.648,7.231999999999999,31.584168519075327,10.568794196569012,7
0.7,right,-13.574,-10.557,0.94,real,39.893,1.831,1.6878,13.574000000000002,10.556999999999999,27.823592907308413,14.079801469159582,8
0.7,unknown,-10.371,6.71,0.3,ghost,39.893,1.831,1.6878,10.371,-6.710000000000001,45.34644455417522,12.914396748945542,-1
0.8,right,-9.631,-7.173,0.88,real,39.86,2.092,1.7044,9.631,7.172999999999999,31.46801128240091,10.68168074864774,7
0.8,right,-5.825,-4.598,0.94,real,39.86,2.092,1.7044,5.825000000000001,4.597999999999999,34.52704780810319,7.252605576765479,6
0.8,right,-13.138,-9.606,0.95,real,39.86,2.092,1.7044,13.138000000000002,9.605999999999998,28.589538055794804,13.833335850925245,8
0.8,left,-21.021,-8.975,0.84,real,39.86,2.092,1.7044,21.021,8.974999999999998,28.164847473279522,21.730138236012692,9
0.8,right,-2.259,-3.613,0.87,real,39.86,2.092,1.7044,2.2590000000000003,3.6129999999999995,35.978284367285674,3.8495931687228357,5
0.8,left,-16.959,-4.56,0.83,real,39.86,2.092,1.7044,16.959,4.559999999999998,33.08158734473405,18.29244452707796,4
0.8,left,-12.224,-0.825,0.98,real,39.86,2.092,1.7044,12.224,0.8249999999999985,37.41403518773615,14.097167934567475,3
0.8,left,-7.547,1.805,0.86,real,39.86,2.092,1.7044,7.547,-1.8050000000000008,40.64360448195073,9.812181216517311,2
0.8,left,-2.493,3.262,0.87,real,39.86,2.092,1.7044,2.4929999999999994,-3.2620000000000005,42.760846075971614,4.997302917686913,1
0.9,right,-13.088,-9.894,0.84,real,39.822,2.353,1.7209,13.088000000000001,9.893999999999998,28.082064386579667,13.814277930176234,8
0.9,right,-9.673,-6.83,0.97,real,39.822,2.353,1.7209,9.673,6.829999999999999,31.62229277148649,10.89587014806284,7
0.9,right,-5.829,-4.78,0.95,real,39.822,2.353,1.7209,5.829000000000001,4.779999999999999,34.224075933258845,7.401652012468295,6
0.9,right,-1.806,-3.407,0.74,real,39.822,2.353,1.7209,1.8060000000000005,3.407,36.183239342136126,3.6292076142940357,5
0.9,left,-21.021,-8.797,0.9,real,39.822,2.353,1.7209,21.021,8.796999999999999,27.98042335475407,21.82212202834956,9
0.9,left,-16.516,-3.633,0.75,real,39.822,2.353,1.7209,16.516,3.632999999999998,33.76003775583793,18.14000600970157,4
0.9,left,-12.013,-0.424,0.93,real,39.822,2.353,1.7209,12.013,0.4239999999999985,37.606335916951075,14.167515549572354,3
0.9,left,-7.571,1.877,0.78,real,39.822,2.353,1.7209,7.571,-1.877000000000001,40.54572203243715,10.119556278027286,2
0.9,left,-2.228,3.315,0.86,real,39.822,2.353,1.7209,2.2279999999999998,-3.3150000000000004,42.76654819978038,5.0516746560432475,1
1.0,right,-12.821,-10.045,0.76,real,39.781,2.613,1.7374,12.821000000000002,10.044999999999998,27.748928419480173,13.590673682581714,8
1.0,right,-9.487,-6.819,0.98,real,39.781,2.613,1.7374,9.487,6.818999999999999,31.483150786392166,10.837817835564984,7
1.0,right,-5.487,-4.531,0.86,real,39.781,2.613,1.7374,5.487000000000001,4.530999999999999,34.40280645333599,7.272631334625264,6
1.0,right,-2.03,-3.336,0.75,real,39.781,2.613,1.7374,2.0300000000000002,3.3359999999999994,36.1545482796627,4.061669707028698,5
1.0,left,-20.852,-8.54,0.88,real,39.781,2.613,1.7374,20.852,8.539999999999997,27.901276759173186,21.760054074226648,9
1.0,left,-16.537,-4.059,0.81,real,39.781,2.613,1.7374,16.537,4.058999999999998,33.03580516002212,18.247903151946154,4
1.0,left,-7.012,2.161,0.88,real,39.781,2.613,1.7374,7.012,-2.161000000000001,40.7492500117711,9.886276903480663,2
1.0,left,-1.691,3.115,0.8,real,39.781,2.613,1.7374,1.6909999999999996,-3.115,42.57244339919698,4.797158819564101,1
1.0,left,-11.84,-0.184,0.78,real,39.781,2.613,1.7374,11.84,0.18399999999999855,37.63607302330762,14.258546112770206,3
1.1,right,-12.964,-9.911,0.82,real,39.735,2.873,1.7539,12.964000000000002,9.910999999999998,27.629165054332894,13.815667740010431,8
1.1,left,-1.476,3.346,0.91,real,39.735,2.873,1.7539,1.4759999999999995,-3.346,42.756312561580046,4.933573319549342,1
1.1,left,-6.185,2.583,0.93,real,39.735,2.873,1.7539,6.185,-2.583000000000001,41.148642152016244,9.424925660906334,2
1.1,left,-11.796,-0.3,0.99,real,39.735,2.873,1.7539,11.796,0.29999999999999855,37.29217295765334,14.417185204733155,3
1.1,left,-15.985,-3.632,0.75,real,39.735,2.873,1.7539,15.985,3.6319999999999983,33.253130497937924,17.929460963926335,4
1.1,left,-21.076,-8.172,0.8,real,39.735,2.873,1.7539,21.076,8.171999999999999,27.862043628327147,22.108702924415137,9
1.1,right,-1.897,-3.686,0.75,real,39.735,2.873,1.7539,1.8970000000000005,3.6859999999999995,35.76520773391703,4.067133310877748,5
1.1,right,-5.447,-4.398,0.89,real,39.735,2.873,1.7539,5.447000000000001,4.397999999999999,34.41871808395759,7.42814649480787,6
1.1,right,-9.14,-6.803,0.78,real,39.735,2.873,1.7539,9.14,6.802999999999999,31.381492037568208,10.621503966675675,7
1.2,right,-8.97,-6.632,0.81,real,39.685,3.133,1.7702,8.97,6.631999999999999,31.4075927519737,10.611559570553778,7
1.2,right,-12.785,-9.252,0.86,real,39.685,3.133,1.7702,12.785000000000002,9.251999999999999,28.083814654468355,13.8319825487577,8
1.2,right,-1.529,-3.962,0.88,real,39.685,3.133,1.7702,1.5290000000000004,3.962,35.49863577945473,3.8468904768509145,5
1.2,left,-20.555,-8.144,0.99,real,39.685,3.133,1.7702,20.555,8.143999999999998,27.6307401688533,21.667497050721472,9
1.2,right,-5.289,-4.176,0.93,real,39.685,3.133,1.7702,5.289000000000001,4.175999999999999,34.544077159267026,7.489995449346951,6
1.2,left,-10.941,0.277,0.98,real,39.685,3.133,1.7702,10.941,-0.27700000000000136,37.789264805978306,13.912072226965899,3
1.2,left,-15.735,-3.526,0.72,real,39.685,3.133,1.7702,15.735,3.525999999999998,33.1120029272719,17.857761814097632,4
1.2,left,-6.303,2.329,0.99,real,39.685,3.133,1.7702,6.303,-2.329000000000001,40.71932173035777,9.772444898341258,2
1.2,left,-1.193,3.446,0.9,real,39.685,3.133,1.7702,1.1929999999999996,-3.446,42.82640184803573,4.984960968583765,1
1.3,right,-12.612,-9.381,0.94,real,39.63,3.393,1.7866,12.612000000000002,9.380999999999998,27.765956430358507,13.703682575739025,8
1.3,right,-8.804,-6.463,0.82,real,39.63,3.393,1.7866,8.804,6.462999999999999,31.43168897375386,10.608849313624205,7
1.3,right,-5.141,-4.494,0.98,real,39.63,3.393,1.7866,5.141000000000001,4.493999999999999,34.13938471880294,7.452440950905098,6
1.3,right,-1.293,-3.403,0.91,real,39.63,3.393,1.7866,1.2930000000000004,3.403,36.02906052791215,3.9273153735011617,5
1.3,left,-20.481,-7.301,0.85,real,39.63,3.393,1.7866,20.481,7.3009999999999975,28.112701162708305,21.83555376818838,9
1.3,left,-15.792,-2.829,0.99,real,39.63,3.393,1.7866,15.792,2.8289999999999984,33.48503883919091,18.21291758857477,4
1.3,left,-10.979,0.36,0.85,real,39.63,3.393,1.7866,10.979,-0.3600000000000013,37.6306886255335,14.19442560164763,3
1.3,left,-5.872,2.592,0.78,real,39.63,3.393,1.7866,5.872,-2.592000000000001,40.9044913568533,9.683828226975065,2
1.3,left,-1.243,3.463,0.77,real,39.63,3.393,1.7866,1.2429999999999997,-3.463,42.7465076554008,5.348709087218306,1
1.4,right,-8.392,-6.17,0.94,real,39.571,3.652,1.8028,8.392,6.169999999999999,31.63675325291902,10.400502986324815,7
1.4,right,-12.647,-8.88,0.85,real,39.571,3.652,1.8028,12.647000000000002,8.879999999999999,28.02101699705704,13.918396720940056,8
1.4,right,-0.914,-3.241,0.89,real,39.571,3.652,1.8028,0.9140000000000005,3.241,36.206679843539426,3.7963152273085288,5
1.4,left,-20.338,-6.949,0.99,real,39.571,3.652,1.8028,20.338,6.948999999999997,28.131904919052896,21.847327662041476,9
1.4,right,-4.932,-4.413,0.89,real,39.571,3.652,1.8028,4.932000000000001,4.412999999999999,34.1422298806674,7.437187973065748,6
1.4,left,-10.949,0.328,0.81,real,39.571,3.652,1.8028,10.949,-0.32800000000000135,37.37273072281626,14.383066917366142,3
1.4,left,-5.442,2.63,0.9,real,39.571,3.652,1.8028,5.442,-2.630000000000001,40.879268081424584,9.552906593662167,2
1.4,left,-0.511,3.709,0.83,real,39.571,3.652,1.8028,0.5109999999999996,-3.709,43.06313397313744,5.002111963379091,1
1.4,left,-15.747,-2.774,0.78,real,39.571,3.652,1.8028,15.747,2.7739999999999982,33.25064617898689,18.33928063928803,4
1.5,right,-12.552,-8.56,0.97,real,39.508,3.911,1.819,12.552000000000001,8.559999999999999,28.126755881242328,13.97547148683148,8
1.5,right,-8.413,-5.935,0.8,real,39.508,3.911,1.819,8.413,5.934999999999999,31.688112960843235,10.608175575929602,7
1.5,right,-0.79,-3.232,0.7,real,39.508,3.911,1.819,0.7900000000000005,3.232,36.180969914674215,3.8828076014309127,5
1.5,left,-20.21,-7.14,0.76,real,39.508,3.911,1.819,20.21,7.139999999999997,27.621952525092706,21.747635765307592,9
1.5,right,-4.252,-3.955,0.95,real,39.508,3.911,1.819,4.252000000000001,3.9549999999999996,34.62964047474958,7.0611011638356045,6
1.5,left,-10.622,0.643,0.96,real,39.508,3.911,1.819,10.622,-0.6430000000000013,37.52186223167691,14.365453106941585,3
1.5,left,-5.306,2.76,0.76,real,39.508,3.911,1.819,5.306,-2.7600000000000002,40.879932273203295,9.732429192023488,2
1.5,left,-0.053,3.48,0.88,real,39.508,3.911,1.819,0.052999999999999575,-3.48,42.86833621943257,4.817283340004462,1
1.5,left,-15.891,-2.398,0.88,real,39.508,3.911,1.819,15.891,2.3979999999999984,33.27965407922815,18.725924640078485,4
1.6,right,-12.365,-8.74,0.96,real,39.44,4.169,1.8351,12.365000000000002,8.739999999999998,27.773301842949927,13.821407943735307,8
1.6,left,-4.831,2.852,0.93,real,39.44,4.169,1.8351,4.831,-2.8520000000000003,40.930926436643645,9.577290243738503,2
1.6,left,-9.994,1.16,0.78,real,39.44,4.169,1.8351,9.994,-1.1600000000000013,37.94891415766031,14.118989900033776,3
1.6,left,-15.223,-2.197,0.91,real,39.44,4.169,1.8351,15.223,2.1969999999999983,33.342477946647904,18.289437769732384,4
1.6,left,-20.016,-6.606,0.84,real,39.44,4.169,1.8351,20.016,6.605999999999997,27.834472225584662,21.764204377252177,9
1.6,right,-0.695,-3.572,0.92,real,39.44,4.169,1.8351,0.6950000000000004,3.572,35.810479137617634,3.906726651122929,5
1.6,right,-4.319,-3.866,0.95,real,39.44,4.169,1.8351,4.319000000000001,3.8659999999999997,34.57996483484322,7.328078218949249,6
1.6,right,-8.47,-5.659,0.86,real,39.44,4.169,1.8351,8.47,5.658999999999999,31.764831848244118,10.866534982534414,7
1.7,right,-12.09,-8.382,0.87,real,39.368,4.427,1.8511,12.090000000000002,8.381999999999998,27.968469055410438,13.726285899645461,8
1.7,right,-8.455,-5.617,0.9,real,39.368,4.427,1.8511,8.455,5.616999999999999,31.631168775285378,10.99808488761793,7
1.7,right,-7.716,-5.829,0.3,ghost,39.368,4.427,1.8511,7.716000000000001,5.828999999999999,31.63188531282357,10.22927770335522,7
1.7,right,-15.944,-11.771,0.94,real,39.368,4.427,1.8511,15.944000000000003,11.770999999999999,23.645537338196817,16.492311634939433,10
1.7,right,-4.174,-4.079,0.83,real,39.368,4.427,1.8511,4.174000000000001,4.078999999999999,34.29347077254009,7.309649843400187,6
1.7,left,-4.561,2.732,0.79,real,39.368,4.427,1.8511,4.561,-2.7320000000000007,40.7315848938828,9.565791807144423,2
1.7,left,-19.62,-6.292,0.79,real,39.368,4.427,1.8511,19.62,6.291999999999997,27.893743888298303,21.540594323901576,9
1.7,left,-9.894,1.074,0.81,real,39.368,4.427,1.8511,9.894,-1.0740000000000012,37.662933168267074,14.231971142197422,3
1.7,right,-0.21,-3.505,0.93,real,39.368,4.427,1.8511,0.2100000000000004,3.505,35.9416990186153,3.65915458263901,5
1.7,left,-15.264,-2.235,0.74,real,39.368,4.427,1.8511,15.264,2.234999999999998,32.9974815852036,18.476961427944914,4
1.8,left,-4.37,2.835,0.82,real,39.291,4.685,1.867,4.37,-2.8350000000000004,40.72697493175539,9.692204908466408,2
1.8,left,-9.667,1.138,0.84,real,39.291,4.685,1.867,9.667,-1.138000000000001,37.557728444653584,14.263188905812363,3
1.8,left,-14.962,-1.671,0.92,real,39.291,4.685,1.867,14.962,1.6709999999999983,33.325491679393615,18.50767685641157,4
1.8,left,-19.533,-5.831,0.86,real,39.291,4.685,1.867,19.533,5.830999999999998,28.012418259415703,21.665348757341786,9
1.8,right,-0.189,-3.44,0.99,real,39.291,4.685,1.867,0.18900000000000042,3.44,35.9456394035153,3.8616632040971646,5
1.8,right,-4.199,-4.04,0.88,real,39.291,4.685,1.867,4.199000000000001,4.039999999999999,34.20128432891913,7.521898903301602,6
1.8,right,-8.05,-5.92,0.84,real,39.291,4.685,1.867,8.05,5.919999999999999,31.27908206191788,10.65643793013358,7
1.8,right,-11.953,-8.083,0.89,real,39.291,4.685,1.867,11.953000000000001,8.082999999999998,28.07102567380215,13.758107192106856,8
1.8,right,-16.084,-11.635,0.88,real,39.291,4.685,1.867,16.084,11.634999999999998,23.467906941068023,16.672410356218677,10
1.9,right,-3.76,-3.65,0.81,real,39.211,4.941,1.8829,3.7600000000000002,3.6499999999999995,34.582781815849295,7.398579386285775,6
1.9,right,-7.639,-7.798,0.5,ghost,39.211,4.941,1.8829,7.639000000000001,7.797999999999999,29.444081849751463,9.816493292616222,-1
1.9,right,-15.759,-11.428,0.78,real,39.211,4.941,1.8829,15.759000000000002,11.427999999999999,23.49610993662492,16.429581082798492,10
1.9,right,-12.163,-8.09,0.76,real,39.211,4.941,1.8829,12.163000000000002,8.089999999999998,27.777042865507276,14.032275666625832,8
1.9,right,-7.874,-5.728,0.85,real,39.211,4.941,1.8829,7.8740000000000006,5.727999999999999,31.34192014971254,10.675757388922388,7
1.9,left,-9.35,1.5,0.85,real,39.211,4.941,1.8829,9.35,-1.500000000000001,37.76751087652057,14.299890914547333,3
1.9,left,-19.675,-5.425,0.92,real,39.211,4.941,1.8829,19.675,5.424999999999997,28.006651042217907,21.999687359590343,9
1.9,left,-14.759,-1.709,0.84,real,39.211,4.941,1.8829,14.759,1.7089999999999983,33.052643678357875,18.46222070730637,4
1.9,left,-4.235,2.782,0.85,real,39.211,4.941,1.8829,4.235,-2.7820000000000005,40.558195945917575,9.825650661337335,2
2.0,right,-7.636,-5.677,0.89,real,39.126,5.198,1.8986,7.636000000000001,5.676999999999999,31.292769836769196,10.599604410714573,7
2.0,right,-11.691,-7.893,0.84,real,39.126,5.198,1.8986,11.691000000000003,7.892999999999998,27.88920215922152,13.725209642402145,8
2.0,right,-15.474,-11.255,0.87,real,39.126,5.198,1.8986,15.474000000000002,11.254999999999999,23.488231283398097,16.22432715667674,10
2.0,right,-3.545,-3.608,0.92,real,39.126,5.198,1.8986,3.5450000000000004,3.6079999999999997,34.56875572427226,7.392587344205451,6
2.0,left,-3.69,2.762,0.99,real,39.126,5.198,1.8986,3.6899999999999995,-2.7620000000000005,40.55287962848388,9.580779771539712,2
2.0,left,-14.105,-1.222,0.7,real,39.126,5.198,1.8986,14.105,1.2219999999999982,33.4277610524028,18.158493119325602,4
2.0,left,-8.816,1.793,0.86,real,39.126,5.198,1.8986,8.816,-1.793000000000001,37.98508749768395,14.121845788787418,3
2.0,left,-19.302,-5.539,0.8,real,39.126,5.198,1.8986,19.302,5.538999999999997,27.667384535955698,21.688841599116913,9
2.1,right,-7.361,-5.043,0.89,real,39.037,5.454,1.9143,7.361000000000001,5.042999999999999,31.809512263631266,10.686551100623824,7
2.1,right,-15.536,-11.178,0.8,real,39.037,5.454,1.9143,15.536000000000001,11.177999999999999,23.279673125878638,16.317776036999877,10
2.1,right,-3.179,-3.835,0.77,real,39.037,5.454,1.9143,3.1790000000000003,3.8349999999999995,34.355389462178415,7.1557017283172515,6
2.1,right,-11.531,-7.66,0.99,real,39.037,5.454,1.9143,11.531000000000002,7.659999999999998,27.94098966644071,13.731567014379618,8
2.1,left,-13.847,-1.043,0.89,real,39.037,5.454,1.9143,13.847,1.0429999999999982,33.39142617631895,18.14079448093045,4
2.1,left,-8.791,1.834,0.96,real,39.037,5.454,1.9143,8.791,-1.8340000000000012,37.80315398540933,14.349103204138709,3
2.1,left,-3.454,3.127,0.92,real,39.037,5.454,1.9143,3.4539999999999997,-3.1270000000000002,40.818055827218906,9.759355402325058,2
2.1,left,-19.224,-4.889,0.86,real,39.037,5.454,1.9143,19.224,4.888999999999998,27.959197915770496,21.908385372375367,9
2.2,right,-15.527,-10.741,0.83,real,38.943,5.709,1.9298,15.527000000000001,10.740999999999998,23.43148631247225,16.472352318011303,10
2.2,right,-7.513,-5.062,0.87,real,38.943,5.709,1.9298,7.513000000000001,5.061999999999999,31.564086531103936,10.964535083941911,7
2.2,right,-11.534,-7.477,0.93,real,38.943,5.709,1.9298,11.534000000000002,7.4769999999999985,27.890304634953687,13.880695672715909,8
2.2,right,-3.287,-3.483,0.89,real,38.943,5.709,1.9298,3.2870000000000004,3.4829999999999997,34.5271906794464,7.562722213416003,6
2.2,left,-3.139,3.234,0.82,real,38.943,5.709,1.9298,3.1389999999999993,-3.2340000000000004,40.86796261465828,9.784119131039965,2
2.2,left,-13.872,-0.863,0.91,real,38.943,5.709,1.9298,13.872,0.8629999999999983,33.261207877851525,18.393415291241908,4
2.2,left,-8.402,1.948,0.88,real,38.943,5.709,1.9298,8.402,-1.948000000000001,37.814837698065794,14.259763581136747,3
2.2,left,-18.656,-4.549,0.9,real,38.943,5.709,1.9298,18.656,4.548999999999998,28.129381972954455,21.577377426982117,9
