candidate_id,landmark_x,landmark_y,landmark_cov_xx,landmark_cov_xy,landmark_cov_yy,landmark_sigma_x,landmark_sigma_y,consensus_score,observation_count,unique_viewpoint_bins,sigma_spatial_m,duration_s,max_baseline_m,viewpoint_entropy,geometry_score,persistence_score,viewpoint_diversity,weighted_shift_m
28,-12.467351677562256,20.168857263982932,0.00014135249033242015,-6.660401052009365e-05,0.0002712291871713704,0.011889175342824252,0.016469037226607097,0.7744012957774662,116,3,0.2502726699047861,65.7,23.5141783824143,0.3021595435491583,0.9458447757090626,1.0,1.0,0.016365950707569365
29,-14.868803807997402,26.82768730887345,0.00013505105602877338,4.390675011425509e-05,0.00033843888630082157,0.011621146932586876,0.0183967085724817,0.7337692823573962,102,2,0.2674938308012278,65.0,20.649952058055728,0.1741864581789802,0.938377816345674,1.0,1.0,0.021752887600240182
31,-18.277678896853114,18.64098360436663,0.00015354201800926875,-7.711354897450612e-05,0.0002510335633287793,0.012391207286187603,0.01584403873161068,0.7881950275168568,118,3,0.2402308886152389,65.8,23.636442752664795,0.3439884272438461,0.9499949978123434,1.0,1.0,0.02820965845121298
32,-21.761484186569916,24.63908153043022,0.0001245961045783757,1.7604547697727984e-05,0.00033906743622430014,0.011162262520581376,0.018413783864928472,0.8101960144058586,104,3,0.2442020185016709,65.1,20.657405572820608,0.4189481501287685,0.9483718978907606,1.0,1.0,0.008912530077114355
33,-23.475525854214105,16.462168739004575,0.00016754501460924273,-8.142790943050099e-05,0.00022378873366921825,0.012943918054794798,0.014959569969394784,0.8060702911429332,120,3,0.2406418251710582,65.9,23.379026605057792,0.4037394929247034,0.9498281442184072,1.0,1.0,0.006435320386852693
34,-27.966753129636192,21.778753634186224,0.000118835959956476,-9.262061603744736e-06,0.0003275660287932673,0.010901190758649993,0.018098785285020298,0.8024663158075864,108,3,0.2419871497224311,65.3,20.699581855680083,0.3922742759931885,0.9492801100321,1.0,1.0,0.0029681532422498494
35,-27.953353929046056,13.818078595644462,0.00017455172347443322,-7.984554432046161e-05,0.00019209846255577952,0.013211802430949125,0.013859958966597972,0.8203870654571588,128,3,0.2488747571825914,66.3,23.97399795611904,0.4548586143425727,0.946431603847957,1.0,1.0,0.00802324110469325
38,-31.628360521473482,10.761458806541818,0.00017678788672216764,-6.897402210917099e-05,0.0001551333599855536,0.013296160600796293,0.012455254312359648,0.8265075381579616,138,3,0.2581796790520028,66.80000000000001,24.486777656523127,0.4792210880286975,0.9424707058311744,1.0,1.0,0.02020980984498496
39,-33.30109321821974,18.28960781066261,0.00011878258700237691,-3.313387703380147e-05,0.0003025615493704592,0.010898742450502118,0.017394296460922446,0.7714608675315247,113,3,0.2676911550629828,65.5,20.37929032130412,0.2999131578452601,0.9382897339264884,1.0,1.0,0.02537856005644267
41,-34.28568953039039,7.3657835785850585,0.00017540990459518659,-5.495595741284141e-05,0.00012274099766440398,0.013244240431039698,0.011078853625912925,0.8267704241677631,152,4,0.2514628956908319,67.5,25.35188564978945,0.4772252500748218,0.9453428304843886,1.0,1.0,0.0083385320812501
42,-37.668537277018594,14.251978491762408,0.0001242852031155056,-5.435625760215294e-05,0.00027103074325338816,0.011148327368511637,0.016463011366496354,0.7481397384922144,120,2,0.2551099224570776,65.9,20.5126971654144,0.2166741405494514,0.9437916544245966,1.0,1.0,0.015900786406276405
43,-35.95835785895654,3.7271684793859787,0.0001712644948690499,-3.8980785418044095e-05,9.630555645542337e-05,0.01308680613706224,0.009813539445858633,0.7933994528171862,170,3,0.2591290335224611,68.39999999999999,26.5441508622898,0.3692721414723077,0.9420593679183128,1.0,1.0,0.0018672412781476592
44,-40.89145611351974,9.741106057425608,0.00013898619958953336,-7.40697589444854e-05,0.00023813224643321322,0.01178924084025487,0.015431534156823593,0.7321022178857812,128,2,0.2615643924592096,66.3,20.44708160105006,0.1660092955114921,0.9409980974411124,1.0,1.0,0.006120698466781517
46,-42.83348899643405,4.918158684503691,0.00016015858943622642,-8.402342812062264e-05,0.000195375622807277,0.01265537788595135,0.01397768302714284,0.7092530995279103,138,2,0.2526562551289856,66.80000000000001,20.54838399972124,0.0860062228882718,0.9448374422047624,1.0,1.0,0.010579779947674554
47,-36.48266835411462,0.0012872340221221634,0.0001712160076726132,-1.1360055799221024e-05,8.29676759535005e-05,0.013084953483777204,0.00910865939386804,0.833334995252998,168,4,0.2535658296918262,68.3,23.78546087423996,0.4999991715672972,0.944450812609363,1.0,1.0,0.01144492910824782
48,-43.499589326655006,0.02230217725048078,0.00018314042043282873,-7.944356892908045e-05,0.00014843801166271672,0.013532938351770791,0.012183513929187947,0.767421350097685,150,3,0.2365352158048822,67.4,20.89041179584548,0.2732537908476207,0.9514840428113296,1.0,1.0,0.0029062422991097798
50,-42.826926611315535,-4.943749267532528,0.0002139117548145434,-6.378191981806514e-05,0.00010797324974571597,0.0146257223689821,0.010391017743499237,0.7302548057897971,162,2,0.2503171131534424,68.0,21.3732734975249,0.1550232816272154,0.9458260710054416,1.0,1.0,0.0035920295134045273
52,-35.942301772531955,-3.7463973327711373,0.00016906630506598668,1.6784750208901475e-05,8.780153132219563e-05,0.013002549944760322,0.009370247132397076,0.8458137466547919,162,4,0.2788719683924321,68.0,21.14816540506528,0.5528390770432863,0.9332067451393536,1.0,1.0,0.004277893100187557
53,-40.866053578411815,-9.757586634726177,0.00023188573622736925,-3.0829192076131915e-05,7.77872962548664e-05,0.0152277948576729,0.008819710667298922,0.7091377729974826,176,2,0.2603289128561179,68.69999999999999,22.287604559485526,0.0889216626010086,0.9415375807239332,1.0,1.0,0.02373522050290786
54,-34.31296866198111,-7.366502473853919,0.0001616825169296606,4.194175252104089e-05,0.00011333346984527417,0.012715444031950305,0.010645819359977614,0.8120271144318163,152,3,0.2345058609866412,67.5,19.143764781254493,0.4211308549492973,0.952292859823424,1.0,1.0,0.002370536318181046
56,-37.69407152754072,-14.248886606179823,0.0002486001610424815,1.441268729607776e-05,7.740872075916088e-05,0.01576705936573087,0.00879822259090783,0.7671810031379036,166,3,0.2399934004439485,68.2,20.877974279129667,0.2738453680871062,0.9500913090392396,1.0,1.0,0.006022094638441005
58,-31.637235809405595,-10.759325245258315,0.00014616947919305845,5.5731243134948046e-05,0.00015375637400509977,0.012090057038453476,0.012399853789666222,0.828694945591727,142,3,0.2438782542734285,67.0,18.35195553612748,0.480478031828718,0.948505120143705,1.0,1.0,0.01396676481215392
59,-33.35524336185166,-18.3295986592464,0.00024038968111506472,5.64516427543013e-05,9.783022231435385e-05,0.015504505187688665,0.009890916151416605,0.7350221870202935,162,2,0.2427018738879923,68.0,21.29534381032624,0.1677527782585486,0.94898784514243,1.0,1.0,0.0019751101632881395
61,-27.952567819970408,-13.810004681859887,0.00012817767242735839,5.507412794476425e-05,0.00019129924708487575,0.011321557862209529,0.013831097103443232,0.8090343080876146,138,4,0.2755034329076737,66.80000000000001,19.09516894400256,0.4286905942996187,0.9347570993257632,1.0,1.0,0.010980500739977571
62,-27.952160511923584,-21.831531291025133,0.00021838847464838236,8.77234120160258e-05,0.00013317357417985567,0.014777972616309126,0.011540085536071892,0.7176465188809198,162,2,0.246554841265006,68.0,22.92184977265142,0.1114227108539313,0.9473990187491348,1.0,1.0,0.012798692255026733
64,-23.477102389869096,-16.452865243928336,0.00011379011155821763,4.815305826359774e-05,0.00022403323787906776,0.010667244796957536,0.014967739905512381,0.780498877143996,138,3,0.2531633938794668,66.8,20.65328131314732,0.323707564074333,0.9446220264056536,1.0,1.0,0.007294377446669838
65,-18.25787149692263,-18.622364132971548,0.00010209622615279822,3.5784148544373675e-05,0.00025091467094247386,0.010104267719770603,0.015840286327666993,0.7917194719123419,140,3,0.2599070308330073,66.89999999999999,22.64603022606832,0.3640102882059366,0.9417212848352036,1.0,1.0,0.0026113994541343546
66,-21.78531476241121,-24.683723495274073,0.00020811931780735649,0.00010294708280423175,0.00019136530863839922,0.014426341109489838,0.013833485050355143,0.808437519917776,132,3,0.2653768727764027,66.5,21.28159890609725,0.4221391771723705,0.93931922255355,1.0,1.0,0.005056259288204904
70,-12.472513573912376,-20.219155175940546,9.426434925935794e-05,1.863829340031636e-05,0.00027204938316059674,0.009708982915803176,0.016493919581488103,0.8093873804001654,142,3,0.2324213500043026,67.0,24.65875236097723,0.4115074909337752,0.9531171104001096,1.0,1.0,0.007749574894760007
71,-14.916086650739466,-26.740286750440433,0.00019412495330054202,0.0001052673187129215,0.00024192555683434237,0.01393287311721965,0.015553956308101883,0.7828124604384807,116,3,0.2573984067693633,65.7,20.614516850996043,0.3332333163901425,0.9428082184047938,1.0,1.0,0.013458356944928513
73,-6.310678287408216,-21.162518693229487,0.0001010557385776903,-7.912784628689391e-06,0.00029443191593044477,0.010052648336517611,0.01715901850137253,0.8165496511889943,130,3,0.2673157713140656,66.4,24.30081120045172,0.4500415866816233,0.9384572506150244,1.0,1.0,0.002355945645423436
74,-7.544595083124518,-28.084512784012233,0.0001801079289837765,0.0001016161350309352,0.00028587810191921573,0.013420429537975918,0.016907930148874397,0.765601432836545,108,3,0.250526895088113,65.30000000000001,20.524629716513765,0.2729337019491572,0.9457377408393264,1.0,1.0,0.002780793210057217
75,0.0051167484460301615,-21.5124099699806,0.00011299603758467365,-3.1881918865407694e-05,0.00029029404513161196,0.010629959434761435,0.017038017640899777,0.8004086315401175,122,3,0.2532084885442356,66.0,23.990993018214148,0.3900925853179466,0.9446028531491116,1.0,1.0,0.010754433189984295
76,-0.02399742954003159,-28.547220245720915,0.00015924796343887867,8.278865125390272e-05,0.0003019011750636256,0.012619348772376436,0.01737530359630086,0.7567649521570896,106,3,0.2600956303839228,65.2,21.03414597743393,0.2475773136591728,0.941639193531126,1.0,1.0,0.018053830336011073
77,6.320915551099201,-21.17804948674913,0.0001288241557853335,-5.23294853397332e-05,0.00028627579054959736,0.011350072941850793,0.016919686479057387,0.7576260796016823,116,3,0.2544646426183569,65.69999999999999,23.4008171865856,0.2480193831597866,0.9440675488458212,1.0,1.0,0.003626031041134164
79,7.5378396866193125,-28.0949440096538,0.00014507990749351458,6.591110110953841e-05,0.0003243073325188959,0.012044912099866672,0.018008534990911835,0.74051838490486,104,2,0.2520979292823046,65.1,21.058694285259,0.1899871253467833,0.9450741576694168,1.0,1.0,0.01339242494505071
81,12.501400304990437,-20.210472914378016,0.00014029989571932538,-6.749299579015641e-05,0.00027225785138214207,0.01184482569391907,0.016500237918955656,0.772497450943088,117,3,0.2614613635108572,65.7,23.5141783824143,0.3006149980716708,0.9410431717386224,1.0,1.0,0.02896321422596422
83,14.885634602420009,-26.761461086916867,0.00013453339614450513,4.313885200397471e-05,0.00033839254470680095,0.01159885322540574,0.01839544902161404,0.7292234886438327,102,2,0.2565773562923309,65.0,20.649952058055728,0.1542496861927246,0.9431619426200508,1.0,1.0,0.007710155035694422
84,18.25132022138402,-18.62617649792644,0.00015336325611421025,-7.703057254603807e-05,0.000251711693783498,0.012383991929673172,0.015865424475364598,0.7859098361507442,118,3,0.2583946179195364,65.8,23.636442752664795,0.3439884272438461,0.9423776932586344,1.0,1.0,0.003945967389155819
85,21.72993833637136,-24.702947052419425,0.00012494342648151238,1.8244387748702104e-05,0.00033668576008670287,0.0111778095565058,0.018348998885135474,0.8042002922267746,104,3,0.2610666420426837,65.1,20.657405572820608,0.4061185927588466,0.9412157146637354,1.0,1.0,0.011255663720408076
86,23.455395877924975,-16.49502162540115,0.0001658613288035273,-8.052884181253741e-05,0.00022172027887012918,0.012878716116272122,0.014890274640520543,0.8048770997776233,121,3,0.2463494105164131,65.9,23.379026605057792,0.4021060376180749,0.9474842949740032,1.0,1.0,0.002327133682371846
87,27.966469164536363,-21.840616103551007,0.00011893934794016674,-8.384950473046717e-06,0.0003266058200211582,0.010905931777714675,0.018072238932162175,0.8019906944578463,108,3,0.2458418756368655,65.3,20.699581855680083,0.3922742759931885,0.9476947055329662,1.0,1.0,0.023112552813515316
88,27.95889142877511,-13.838288618538916,0.00017393256263308442,-7.947883888384394e-05,0.0001920683824895906,0.013188349503750817,0.013858873781429377,0.8189788986713167,128,3,0.2598692701178938,66.3,23.97399795611904,0.4548586143425727,0.9417377145618164,1.0,1.0,0.003203924004660027
90,31.620730658312354,-10.760202641347005,0.00017671074286123453,-6.902761099586588e-05,0.000155370153035885,0.013293259301662422,0.012464756437086326,0.827346435235327,138,3,0.2516422026608305,66.80000000000001,24.486777656523127,0.4792210880286975,0.9452670294223928,1.0,1.0,0.003189719444895268
91,33.30950857046455,-18.30426733441105,0.00011967047855062968,-3.2748537476678567e-05,0.00030459309961486554,0.010939400282951057,0.017452595784434633,0.7729152178805314,112,3,0.2599820043322525,65.5,20.37929032130412,0.3013620687064506,0.9416886575619876,1.0,1.0,0.03673121939980669
93,34.31969478489047,-7.361102666051832,0.00017537537091103113,-5.539416432539964e-05,0.00012322205810966,0.013242936642264476,0.011100543144804222,0.8300826850762844,152,4,0.2468532936320202,67.5,25.35188564978945,0.4863339348265153,0.9472750154277658,1.0,1.0,0.0017756835325531692
94,37.69140991944747,-14.235193009414594,0.0001247203703696154,-5.5261484066990124e-05,0.0002725995096771688,0.011167827468653668,0.016510587805319617,0.7477263405981931,120,2,0.25831151923454,65.9,20.5126971654144,0.2166741405494514,0.9424136614445257,1.0,1.0,0.005010199995247646
95,35.96016529440667,-3.733758122796191,0.00017069498770067636,-3.900731427296518e-05,9.648427236702411e-05,0.013065029188665304,0.009822640804133281,0.7941274158775877,170,3,0.253483376436002,68.39999999999999,26.5441508622898,0.3692721414723077,0.9444859114529844,1.0,1.0,0.0068961155521297356
97,40.90393481308513,-9.741708947918111,0.00013898730431061054,-7.415156501257715e-05,0.00023852067078853004,0.01178928769309709,0.01544411443846911,0.7337485249355673,128,2,0.2487453310170264,66.3,20.44708160105006,0.1660092955114921,0.9464857876070656,1.0,1.0,0.004790274568705355
100,42.82814027687226,-4.944343651623335,0.00015905491893582235,-8.34290774605618e-05,0.00019401986419347538,0.012611697702364354,0.013929101341919922,0.7165309163186693,139,2,0.242141122160185,66.80000000000001,20.54838399972124,0.1058858415039845,0.9492172128915796,1.0,1.0,0.0013087840077415798
101,36.45924847124255,0.046246087633753596,0.00017613504048717184,-1.1560070677198162e-05,8.394350280822209e-05,0.01327158771538552,0.009162068696982254,0.8258312292129044,166,3,0.2526373602279014,68.2,23.574441435588668,0.474591969973244,0.9448454607364376,1.0,1.0,0.01440365424524517
