s_m,x_m,y_m
91.4330653934128,-35.8802909197134,11.06682479858816
92.44847435230028,-36.4918185220629,10.251872692149522
93.46388331118776,-37.065754044593305,9.409501133596851
94.47929227007523,-37.59871343045565,8.54101031685002
95.49470122896271,-38.0864898595907,7.647389852427594
96.51011018785019,-38.52516933972185,6.730150049394197
97.52551914673766,-38.911468231883134,5.791406606857466
98.54092810562513,-39.24224767171344,4.8334138447113055
99.5563370645126,-39.514629111099126,3.8584996798715254
100.57174602340008,-39.72689380482921,2.8693680416141474
101.58715498228756,-39.87731639601494,1.8688089336285885
102.60256394117503,-39.96398177118484,0.8595918646680122
103.61797290006251,-39.98504335406771,-0.15546932231112814
104.63338185894999,-39.940040447200886,-1.1726077514272875
105.64879081783747,-39.83021341841254,-2.1867146637645933
106.66419977672494,-39.65756539807707,-3.192175709585727
107.6796087356124,-39.424134089076816,-4.1834082939952095
108.69501769449988,-39.132015330484464,-5.156081337911111
109.71042665338736,-38.78383081293515,-6.107923850542196
110.72583561227484,-38.38283832442893,-7.037610634330802
111.74124457116231,-37.932339085816,-7.9438626234704355
112.75665353004979,-37.435572288245865,-8.825559894915498
113.77206248893727,-36.89560459177913,-9.682012151753284
114.78747144782474,-36.31537822499743,-10.512615268275411
115.80288040671222,-35.69780255803347,-11.316648155622204
116.81828936559968,-35.04576610116902,-12.09338930548426
117.83369832448716,-34.36173035630873,-12.842209227741025
118.84910728337464,-33.64753084206258,-13.562652279307684
119.86451624226211,-32.90523875110327,-14.254875042641256
120.87992520114959,-32.13733840374296,-14.919499861601992
121.89533416003707,-31.34632793955413,-15.557164340629871
122.91074311892454,-30.5347746177261,-16.16859244278541
123.92615207781202,-29.70540833854985,-16.754718534352516
124.9415610366995,-28.86048525495247,-17.31657737923171
125.95696999558696,-28.001231289561424,-17.855174360124337
126.97237895447444,-27.128762408556824,-18.37151057789787
127.98778791336191,-26.244179035447956,-18.86657282930043
129.0031968722494,-25.34823654831264,-19.34103036134445
130.01860583113685,-24.44113860878099,-19.79501837781583
131.03401479002432,-23.523170035982538,-20.22838822316406
132.0494237489118,-22.594854746981326,-20.64095207832076
133.06483270779927,-21.656722206302955,-21.032521464250237
134.08024166668676,-20.709304038164987,-21.402910977282392
135.09565062557422,-19.75327406884795,-21.752137707115736
136.1110595844617,-18.78963066669496,-22.080701766235904
137.12646854334918,-17.81933527602493,-22.38934156042795
138.14187750223667,-16.843183726835335,-22.678773039637353
139.15728646112413,-15.861967633848366,-22.949711064458725
140.1726954200116,-14.876478611786121,-23.20287049548671
141.18810437889908,-13.887482464376085,-23.438931390793684
142.20351333778655,-12.895486206394509,-23.658226867466865
143.21892229667404,-11.900669252141295,-23.860793296311613
144.2343312555615,-10.903123529116955,-24.046789484378102
145.249740214449,-9.90294305273979,-24.21639968207715
146.26514917333645,-8.900221838428209,-24.36980813981957
147.28055813222394,-7.895053901600512,-24.507199108016188
148.2959670911114,-6.887546910449809,-24.628768156821756
149.31137604999887,-5.877920304493447,-24.7347448471907
150.32678500888636,-4.866480394898956,-24.82498647669891
151.34219396777382,-3.853552906707791,-24.89916308103577
152.35760292666131,-2.8394637244970067,-24.95694377479878
153.37301188554878,-1.8245387328437725,-24.99799767258544
154.38842084443627,-0.8091038163251442,-25.02199388899325
155.40382980332373,0.2065182727378524,-25.028599469864098
156.41923876221122,1.2220278732390653,-25.017631695454753
157.43464772109868,2.2371541187322252,-24.989266389611828
158.45005667998615,3.25163925665137,-24.943719913962717
159.46546563887364,4.265225636595442,-24.881208537134
160.4808745977611,5.277655608163302,-24.801948527752252
161.4962835566486,6.288671520953921,-24.706156154444052
162.51169251553605,7.29801352959575,-24.59403597846729
163.52710147442355,8.305383758523405,-24.465593355535045
164.542510433311,9.310469347174436,-24.320747615418433
165.5579193921985,10.312966751690368,-24.159461473282093
166.57332835108596,11.312572539356054,-23.981698166529213
167.58873730997342,12.308983277456425,-23.787420932562974
168.60414626886092,13.30189553779944,-23.576593023215175
169.61955522774838,14.29102061341788,-23.349208534926465
170.63496418663587,15.276099190177886,-23.10521007070959
171.65037314552333,16.25683610729011,-22.84418986003741
172.66578210441082,17.232919173530796,-22.565601821187467
173.6811910632983,18.204036106669612,-22.268899133336085
174.69660002218578,19.169874624476304,-21.95353497565955
175.71200898107324,20.130082120443355,-21.61894090358353
176.7274179399607,21.083965524927066,-21.26442100462979
177.7428268988482,22.03054857020735,-20.889344484340874
178.75823585773566,22.9687041491605,-20.49322457524294
179.77364481662315,23.89728625321495,-20.075592689476963
180.7890537755106,24.81514887379904,-19.635980239183965
181.8044627343981,25.721174197988173,-19.173919602291427
182.81987169328556,26.6144356672715,-18.688968234462983
183.83528065217305,27.49405971358759,-18.18079937080026
184.85068961106052,28.35912774723093,-17.649254670637916
185.86609856994798,29.20871027678485,-17.094216299217067
186.88150752883547,30.041877547198546,-16.515566655540766
187.89691648772293,30.85756357060864,-15.913307736121034
188.91232544661042,31.65439171285088,-15.287596711994416
189.9277344054979,32.43112248592478,-14.63799139070323
190.94314336438538,33.186730604069886,-13.963336629066667
191.95855232327284,33.920216047312536,-13.262393189260353
192.97396128216033,34.63039030900889,-12.533913263249019
193.9893702410478,35.31460640052474,-11.776675268227704
195.00477919993529,35.96798492705093,-10.989972472021773
196.02018815882275,36.58266442152524,-10.174002438042752
197.0355971177102,37.15003085260238,-9.329191033757013
198.0510060765977,37.66231318743766,-8.456122400825056
199.06641503548516,38.11862373908345,-7.556825644452104
200.08182399437266,38.52629874236196,-6.635527936914921
201.09723295326012,38.89904285945363,-5.698341284276804
202.1126419121476,39.25115594899601,-4.751553907942552
