s_m,x_m,y_m
152.35760292666131,-2.682905049867056,-21.44234128663121
153.37301188554878,-1.7241323339995616,-21.4817451998495
154.38842084443627,-0.7648709929438056,-21.505368081800906
155.40382980332373,0.1946550346004598,-21.51246891938257
156.41923876221122,1.1542093868882979,-21.50266051694731
157.43464772109868,2.11352779144927,-21.476350596809727
158.45005667998615,3.0723421691728485,-21.43405529719277
159.46546563887364,4.030384440948503,-21.37629075631938
160.4808745977611,4.987386527665626,-21.30357311241251
161.4962835566486,5.943080350213716,-21.216418503695095
162.51169251553605,6.897190521296224,-21.115305941461457
163.52710147442355,7.849334103450505,-21.000168062381803
164.542510433311,8.799046278915709,-20.87052153615326
165.5579193921985,9.74586017569804,-20.725872596591223
166.57332835108596,10.689308921803597,-20.565727477511103
167.58873730997342,11.628925645238557,-20.389592412728295
168.60414626886092,12.564243483055144,-20.19697366491546
169.61955522774838,13.494831551144932,-19.987492270683685
170.63496418663587,14.420376662748051,-19.761144725898355
171.65037314552333,15.340589660128067,-19.51800417997215
172.66578210441082,16.255181385548646,-19.258143782317692
173.6811910632983,17.16386268127336,-18.981636682347663
174.69660002218578,18.066344389565867,-18.688556029474693
175.71200898107324,18.962257066526856,-18.378931377058155
176.7274179399607,19.850626638744284,-18.052463959609906
177.7428268988482,20.730203564569408,-17.708705430101233
178.75823585773566,21.59973690422054,-17.3472066823057
179.77364481662315,22.457975717916074,-16.96751860999682
180.7890537755106,23.303669065874317,-16.569192106948158
181.8044627343981,24.1356223996076,-16.15177999850625
182.81987169328556,24.953033560864228,-15.71484855057467
183.83528065217305,25.755267156393455,-15.257969741264569
184.85068961106052,26.541688403025486,-14.780715569584256
185.86609856994798,27.31166251759061,-14.282658034542017
186.88150752883547,28.064554190240912,-13.763369600477507
187.89691648772293,28.799455018002984,-13.222664015320703
188.91232544661042,29.514737723284046,-12.660990168032082
189.9277344054979,30.208658142354526,-12.078900218962389
190.94314336438538,30.879472111484926,-11.476946328462295
191.95855232327284,31.525435466945677,-10.855680656882548
192.97396128216033,32.144427071666755,-10.215638224152183
193.9893702410478,32.73193938949546,-9.557245544154707
195.00477919993529,33.28253384484957,-8.880886797784264
196.02018815882275,33.790769739445366,-8.186946069418973
197.0355971177102,34.25120637499917,-7.475807443436893
198.0510060765977,34.66004985611508,-6.748159895170709
199.06641503548516,35.02419741118345,-6.006671766738024
200.08182399437266,35.35481465582714,-5.254801654310231
201.09723295326012,35.66307836018768,-4.49601021921907
202.1126419121476,35.96016529440667,-3.7337581227961913
