candidate_id,num_observations,unique_viewpoint_bins,sigma_spatial_m,duration_s,max_baseline_m,viewpoint_entropy,geometry_score,persistence_score,viewpoint_diversity,entropy_contribution,geometry_contribution,diversity_contribution,persistence_contribution,consensus_score,accepted
39,113,3,0.2676911550629828,65.5,20.37929032130412,0.2999131578452601,0.9382897339264884,1.0,1.0,0.08997394735357804,0.2814869201779465,0.2,0.2,0.7714608675315247,True
40,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
41,152,4,0.2514628956908319,67.5,25.35188564978945,0.4772252500748218,0.9453428304843886,1.0,1.0,0.14316757502244654,0.2836028491453166,0.2,0.2,0.8267704241677631,True
42,120,2,0.2551099224570776,65.9,20.5126971654144,0.2166741405494514,0.9437916544245966,1.0,1.0,0.06500224216483541,0.28313749632737895,0.2,0.2,0.7481397384922144,True
43,170,3,0.2591290335224611,68.39999999999999,26.544150862289797,0.3692721414723077,0.9420593679183128,1.0,1.0,0.11078164244169231,0.2826178103754938,0.2,0.2,0.7933994528171862,True
44,128,2,0.2615643924592096,66.3,20.44708160105006,0.1660092955114921,0.9409980974411124,1.0,1.0,0.04980278865344763,0.2822994292323337,0.2,0.2,0.7321022178857812,True
45,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
46,138,2,0.2526562551289856,66.80000000000001,20.54838399972124,0.0860062228882718,0.9448374422047624,1.0,1.0,0.02580186686648154,0.2834512326614287,0.2,0.2,0.7092530995279103,True
47,168,4,0.2535658296918262,68.3,23.78546087423996,0.4999991715672972,0.944450812609363,1.0,1.0,0.14999975147018915,0.2833352437828089,0.2,0.2,0.833334995252998,True
48,150,3,0.2365352158048822,67.4,20.89041179584548,0.2732537908476207,0.9514840428113296,1.0,1.0,0.08197613725428621,0.28544521284339885,0.2,0.2,0.767421350097685,True
49,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
50,162,2,0.2503171131534424,68.0,21.3732734975249,0.1550232816272154,0.9458260710054416,1.0,1.0,0.04650698448816462,0.28374782130163245,0.2,0.2,0.7302548057897971,True
51,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
52,162,4,0.2788719683924321,68.0,21.14816540506528,0.5528390770432863,0.9332067451393536,1.0,1.0,0.16585172311298588,0.2799620235418061,0.2,0.2,0.8458137466547919,True
53,176,2,0.2603289128561179,68.69999999999999,22.287604559485526,0.0889216626010086,0.9415375807239332,1.0,1.0,0.02667649878030258,0.28246127421718,0.2,0.2,0.7091377729974826,True
54,152,3,0.2345058609866412,67.5,19.143764781254493,0.4211308549492973,0.952292859823424,1.0,1.0,0.1263392564847892,0.2856878579470272,0.2,0.2,0.8120271144318163,True
55,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
56,166,3,0.2399934004439485,68.2,20.877974279129667,0.2738453680871062,0.9500913090392396,1.0,1.0,0.08215361042613185,0.28502739271177185,0.2,0.2,0.7671810031379036,True
57,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
58,142,3,0.2438782542734285,67.0,18.351955536127477,0.480478031828718,0.948505120143705,1.0,1.0,0.1441434095486154,0.2845515360431115,0.2,0.2,0.828694945591727,True
59,162,2,0.2427018738879923,68.0,21.29534381032624,0.1677527782585486,0.94898784514243,1.0,1.0,0.05032583347756458,0.284696353542729,0.2,0.2,0.7350221870202935,True
60,2,1,0.4139779675695646,59.8,0.5236458727040629,0.0,0.8586998941575091,1.0,0.1047291745408125,0.0,0.25760996824725274,0.0209458349081625,0.2,0.47855580315541524,False
61,138,4,0.2755034329076737,66.80000000000001,19.09516894400256,0.4286905942996187,0.9347570993257632,1.0,1.0,0.1286071782898856,0.28042712979772894,0.2,0.2,0.8090343080876146,True
62,162,2,0.246554841265006,68.0,22.92184977265142,0.1114227108539313,0.9473990187491348,1.0,1.0,0.03342681325617939,0.2842197056247404,0.2,0.2,0.7176465188809198,True
63,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
64,138,3,0.2531633938794668,66.8,20.653281313147318,0.323707564074333,0.9446220264056536,1.0,1.0,0.09711226922229989,0.28338660792169607,0.2,0.2,0.780498877143996,True
65,140,3,0.2599070308330073,66.89999999999999,22.64603022606832,0.3640102882059366,0.9417212848352036,1.0,1.0,0.10920308646178098,0.28251638545056107,0.2,0.2,0.7917194719123419,True
66,132,3,0.2653768727764027,66.5,21.28159890609725,0.4221391771723705,0.93931922255355,1.0,1.0,0.12664175315171114,0.281795766766065,0.2,0.2,0.808437519917776,True
67,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
68,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
69,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
70,142,3,0.2324213500043026,67.0,24.65875236097723,0.4115074909337752,0.9531171104001096,1.0,1.0,0.12345224728013256,0.2859351331200329,0.2,0.2,0.8093873804001654,True
71,116,3,0.2573984067693633,65.7,20.614516850996043,0.3332333163901425,0.9428082184047938,1.0,1.0,0.09996999491704274,0.2828424655214381,0.2,0.2,0.7828124604384807,True
72,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
73,130,3,0.2673157713140656,66.4,24.30081120045172,0.4500415866816233,0.9384572506150244,1.0,1.0,0.135012476004487,0.2815371751845073,0.2,0.2,0.8165496511889943,True
74,108,3,0.250526895088113,65.30000000000001,20.524629716513765,0.2729337019491572,0.9457377408393264,1.0,1.0,0.08188011058474716,0.2837213222517979,0.2,0.2,0.765601432836545,True
75,122,3,0.2532084885442356,66.0,23.990993018214148,0.3900925853179466,0.9446028531491116,1.0,1.0,0.11702777559538398,0.2833808559447335,0.2,0.2,0.8004086315401175,True
76,106,3,0.2600956303839228,65.2,21.03414597743393,0.2475773136591728,0.941639193531126,1.0,1.0,0.07427319409775184,0.2824917580593378,0.2,0.2,0.7567649521570896,True
77,116,3,0.2544646426183569,65.69999999999999,23.4008171865856,0.2480193831597866,0.9440675488458212,1.0,1.0,0.07440581494793598,0.28322026465374633,0.2,0.2,0.7576260796016823,True
78,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
79,104,2,0.2520979292823046,65.1,21.058694285259,0.1899871253467833,0.9450741576694168,1.0,1.0,0.05699613760403499,0.28352224730082504,0.2,0.2,0.74051838490486,True
80,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
81,117,3,0.2614613635108572,65.7,23.5141783824143,0.3006149980716708,0.9410431717386224,1.0,1.0,0.09018449942150124,0.2823129515215867,0.2,0.2,0.772497450943088,True
82,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
83,102,2,0.2565773562923309,65.0,20.649952058055728,0.1542496861927246,0.9431619426200508,1.0,1.0,0.046274905857817385,0.28294858278601526,0.2,0.2,0.7292234886438327,True
84,118,3,0.2583946179195364,65.8,23.636442752664795,0.3439884272438461,0.9423776932586344,1.0,1.0,0.10319652817315382,0.2827133079775903,0.2,0.2,0.7859098361507442,True
85,104,3,0.2610666420426837,65.1,20.657405572820608,0.4061185927588466,0.9412157146637354,1.0,1.0,0.12183557782765397,0.28236471439912064,0.2,0.2,0.8042002922267746,True
86,121,3,0.2463494105164131,65.9,23.379026605057792,0.4021060376180749,0.9474842949740032,1.0,1.0,0.12063181128542247,0.28424528849220093,0.2,0.2,0.8048770997776233,True
87,108,3,0.2458418756368655,65.3,20.699581855680083,0.3922742759931885,0.9476947055329662,1.0,1.0,0.11768228279795653,0.28430841165988985,0.2,0.2,0.8019906944578463,True
88,128,3,0.2598692701178938,66.3,23.97399795611904,0.4548586143425727,0.9417377145618164,1.0,1.0,0.1364575843027718,0.28252131436854494,0.2,0.2,0.8189788986713167,True
89,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
90,138,3,0.2516422026608305,66.80000000000001,24.486777656523127,0.4792210880286975,0.9452670294223928,1.0,1.0,0.14376632640860926,0.28358010882671786,0.2,0.2,0.827346435235327,True
91,112,3,0.2599820043322525,65.5,20.37929032130412,0.3013620687064506,0.9416886575619876,1.0,1.0,0.09040862061193518,0.2825065972685963,0.2,0.2,0.7729152178805314,True
92,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
93,152,4,0.2468532936320202,67.5,25.35188564978945,0.4863339348265153,0.9472750154277658,1.0,1.0,0.14590018044795458,0.2841825046283297,0.2,0.2,0.8300826850762844,True
94,120,2,0.25831151923454,65.9,20.5126971654144,0.2166741405494514,0.9424136614445257,1.0,1.0,0.06500224216483541,0.28272409843335766,0.2,0.2,0.7477263405981931,True
95,170,3,0.253483376436002,68.39999999999999,26.544150862289797,0.3692721414723077,0.9444859114529844,1.0,1.0,0.11078164244169231,0.28334577343589534,0.2,0.2,0.7941274158775877,True
96,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
97,128,2,0.2487453310170264,66.3,20.44708160105006,0.1660092955114921,0.9464857876070656,1.0,1.0,0.04980278865344763,0.28394573628211967,0.2,0.2,0.7337485249355673,True
98,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
99,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
100,139,2,0.242141122160185,66.80000000000001,20.54838399972124,0.1058858415039845,0.9492172128915796,1.0,1.0,0.031765752451195346,0.28476516386747386,0.2,0.2,0.7165309163186693,True
101,166,3,0.2526373602279014,68.2,23.574441435588668,0.474591969973244,0.9448454607364376,1.0,1.0,0.1423775909919732,0.2834536382209313,0.2,0.2,0.8258312292129044,True
102,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
103,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
104,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
105,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
106,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
107,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
108,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
109,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
110,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
111,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
112,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
113,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
114,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
115,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
116,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
117,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
118,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
119,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
120,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
121,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
122,2,1,0.2346988716869286,2.1000000000000085,6.858424381736668,0.0,0.952216204151283,0.2100000000000008,1.0,0.0,0.2856648612453849,0.2,0.04200000000000016,0.5276648612453851,False
123,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
124,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
125,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
126,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
127,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
128,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
129,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
130,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
131,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
132,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
133,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
134,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
135,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
136,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
137,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
138,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
139,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
140,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,False
